15005.0;4;Invio Messaggio;hello_pckt;ARQ_ID:0;NEXT_HOP:2;
15016.2208;Nodo :4;Genero Messaggio ACK;ARQ ID..:0;Verso Nodo..:2;Tipo Messaggio.:ACK_ARQ
15017.4416;Nodo :4;Genero Messaggio ACK;ARQ ID..:0;Verso Nodo..:3;Tipo Messaggio.:ACK_ARQ
15027.441599999998;ACK Ricevuto da..:4;Ricevuto Messaggio da :2;Tipo Messaggio:ACK_ARQ;ARQ_ID -> m:0/ n:0;
15027.441599999998;4;Invio Messaggio;hello_pckt;ARQ_ID:1;NEXT_HOP:3;
15029.8832;ACK Ricevuto da..:4;Ricevuto Messaggio da :3;Tipo Messaggio:ACK_ARQ;ARQ_ID -> m:1/ n:1;
15029.8832;4;Invio Messaggio;LSA;ARQ_ID:2;NEXT_HOP:2;
15027.441599999998;ACK Ricevuto da..:4;Ricevuto Messaggio da :2;Tipo Messaggio:ACK_ARQ;ARQ_ID -> m:2/ n:2;
15027.441599999998;4;Invio Messaggio;LSA;ARQ_ID:3;NEXT_HOP:3;
15029.8832;ACK Ricevuto da..:4;Ricevuto Messaggio da :3;Tipo Messaggio:ACK_ARQ;ARQ_ID -> m:3/ n:3;
15016.2208;Nodo :4;Genero Messaggio ACK;ARQ ID..:3;Verso Nodo..:2;Tipo Messaggio.:ACK_ARQ
15017.4416;Nodo :4;Genero Messaggio ACK;ARQ ID..:3;Verso Nodo..:3;Tipo Messaggio.:ACK_ARQ
16005.0;4;Invio Messaggio;LSA;ARQ_ID:4;NEXT_HOP:2;
16027.441599999998;ACK Ricevuto da..:4;Ricevuto Messaggio da :2;Tipo Messaggio:ACK_ARQ;ARQ_ID -> m:4/ n:4;
18017.4416;Nodo :4;Genero Messaggio ACK;ARQ ID..:8;Verso Nodo..:3;Tipo Messaggio.:ACK_ARQ
18016.2208;Nodo :4;Genero Messaggio ACK;ARQ ID..:10;Verso Nodo..:2;Tipo Messaggio.:ACK_ARQ
20005.0;4;Invio Messaggio;LSA;ARQ_ID:5;NEXT_HOP:2;
20017.4416;Nodo :4;Genero Messaggio ACK;ARQ ID..:12;Verso Nodo..:3;Tipo Messaggio.:ACK_ARQ
20027.4416;ACK Ricevuto da..:4;Ricevuto Messaggio da :2;Tipo Messaggio:ACK_ARQ;ARQ_ID -> m:5/ n:5;
20027.4416;4;Invio Messaggio;LSA;ARQ_ID:6;NEXT_HOP:3;
20029.883199999997;ACK Ricevuto da..:4;Ricevuto Messaggio da :3;Tipo Messaggio:ACK_ARQ;ARQ_ID -> m:6/ n:6;
20016.2208;Nodo :4;Genero Messaggio ACK;ARQ ID..:13;Verso Nodo..:2;Tipo Messaggio.:ACK_ARQ
30005.0;4;Invio Messaggio;hello_pckt;ARQ_ID:7;NEXT_HOP:2;
30017.4416;Nodo :4;Genero Messaggio ACK;ARQ ID..:15;Verso Nodo..:3;Tipo Messaggio.:ACK_ARQ
30027.4416;ACK Ricevuto da..:4;Ricevuto Messaggio da :2;Tipo Messaggio:ACK_ARQ;ARQ_ID -> m:7/ n:7;
30027.4416;4;Invio Messaggio;hello_pckt;ARQ_ID:8;NEXT_HOP:3;
30029.883199999997;ACK Ricevuto da..:4;Ricevuto Messaggio da :3;Tipo Messaggio:ACK_ARQ;ARQ_ID -> m:8/ n:8;
30016.2208;Nodo :4;Genero Messaggio ACK;ARQ ID..:16;Verso Nodo..:2;Tipo Messaggio.:ACK_ARQ
45005.0;4;Invio Messaggio;hello_pckt;ARQ_ID:9;NEXT_HOP:2;
45017.4416;Nodo :4;Genero Messaggio ACK;ARQ ID..:944;Verso Nodo..:3;Tipo Messaggio.:ACK_ARQ
45027.441600000006;ACK Ricevuto da..:4;Ricevuto Messaggio da :2;Tipo Messaggio:ACK_ARQ;ARQ_ID -> m:9/ n:9;
45027.441600000006;4;Invio Messaggio;hello_pckt;ARQ_ID:10;NEXT_HOP:3;
45029.8832;ACK Ricevuto da..:4;Ricevuto Messaggio da :3;Tipo Messaggio:ACK_ARQ;ARQ_ID -> m:10/ n:10;
45016.2208;Nodo :4;Genero Messaggio ACK;ARQ ID..:945;Verso Nodo..:2;Tipo Messaggio.:ACK_ARQ
60005.0;4;Invio Messaggio;hello_pckt;ARQ_ID:11;NEXT_HOP:2;
60017.4416;Nodo :4;Genero Messaggio ACK;ARQ ID..:1089;Verso Nodo..:3;Tipo Messaggio.:ACK_ARQ
60027.441600000006;ACK Ricevuto da..:4;Ricevuto Messaggio da :2;Tipo Messaggio:ACK_ARQ;ARQ_ID -> m:11/ n:11;
60027.441600000006;4;Invio Messaggio;hello_pckt;ARQ_ID:12;NEXT_HOP:3;
60029.8832;ACK Ricevuto da..:4;Ricevuto Messaggio da :3;Tipo Messaggio:ACK_ARQ;ARQ_ID -> m:12/ n:12;
60016.2208;Nodo :4;Genero Messaggio ACK;ARQ ID..:1090;Verso Nodo..:2;Tipo Messaggio.:ACK_ARQ
75005.0;4;Invio Messaggio;hello_pckt;ARQ_ID:13;NEXT_HOP:2;
75017.4416;Nodo :4;Genero Messaggio ACK;ARQ ID..:1234;Verso Nodo..:3;Tipo Messaggio.:ACK_ARQ
75027.44159999999;ACK Ricevuto da..:4;Ricevuto Messaggio da :2;Tipo Messaggio:ACK_ARQ;ARQ_ID -> m:13/ n:13;
75027.44159999999;4;Invio Messaggio;hello_pckt;ARQ_ID:14;NEXT_HOP:3;
75029.88320000001;ACK Ricevuto da..:4;Ricevuto Messaggio da :3;Tipo Messaggio:ACK_ARQ;ARQ_ID -> m:14/ n:14;
75016.2208;Nodo :4;Genero Messaggio ACK;ARQ ID..:1235;Verso Nodo..:2;Tipo Messaggio.:ACK_ARQ
90005.0;4;Invio Messaggio;hello_pckt;ARQ_ID:15;NEXT_HOP:2;
90017.4416;Nodo :4;Genero Messaggio ACK;ARQ ID..:1380;Verso Nodo..:3;Tipo Messaggio.:ACK_ARQ
90027.44159999999;ACK Ricevuto da..:4;Ricevuto Messaggio da :2;Tipo Messaggio:ACK_ARQ;ARQ_ID -> m:15/ n:15;
90027.44159999999;4;Invio Messaggio;hello_pckt;ARQ_ID:16;NEXT_HOP:3;
90029.88320000001;ACK Ricevuto da..:4;Ricevuto Messaggio da :3;Tipo Messaggio:ACK_ARQ;ARQ_ID -> m:16/ n:16;
90016.2208;Nodo :4;Genero Messaggio ACK;ARQ ID..:1381;Verso Nodo..:2;Tipo Messaggio.:ACK_ARQ
105005.0;4;Invio Messaggio;hello_pckt;ARQ_ID:17;NEXT_HOP:2;
105017.4416;Nodo :4;Genero Messaggio ACK;ARQ ID..:1526;Verso Nodo..:3;Tipo Messaggio.:ACK_ARQ
105027.44159999999;ACK Ricevuto da..:4;Ricevuto Messaggio da :2;Tipo Messaggio:ACK_ARQ;ARQ_ID -> m:17/ n:17;
105027.44159999999;4;Invio Messaggio;hello_pckt;ARQ_ID:18;NEXT_HOP:3;
105029.88320000001;ACK Ricevuto da..:4;Ricevuto Messaggio da :3;Tipo Messaggio:ACK_ARQ;ARQ_ID -> m:18/ n:18;
105016.2208;Nodo :4;Genero Messaggio ACK;ARQ ID..:1527;Verso Nodo..:2;Tipo Messaggio.:ACK_ARQ
120005.0;4;Invio Messaggio;hello_pckt;ARQ_ID:19;NEXT_HOP:2;
120017.4416;Nodo :4;Genero Messaggio ACK;ARQ ID..:1671;Verso Nodo..:3;Tipo Messaggio.:ACK_ARQ
